title,link,description,provider
Pascal. Массивы 9 а класс,https://stepik.org/course/62189,"Курс программирования-9 класс к учебнику Босовой Л.Л.
Язык программирования «Pascal» подходит многим пользователям компьютера и одобрен Министерством Образования Российской Федерации. Большинство начинающих программистов и разработчиков консольных программ считают его эталоном при изучении языка программирования начального уровня. Во многих школах России ученики работают на PascalABC.",Stepik
C++_Yellow _Course,https://stepik.org/course/93862,"Курс програмування на мові С++ від Hello World до ООП

Презентації в описі до кожного відео",Stepik
Анализ данных в R. Часть 2,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=3719,курс продолжает знакомить слушателей с использованием r для анализа данных в этом курсе мы разберем несколько продвинутых тем которые не были рассмотрены в первой части предобработка данных при помощи пакетов datatable и dplyr продвинутые приемы визуализации работа в r markdown,Stepik
Электротехнические материалы,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11080498,обеспечение высокого качества материалов для современной электроэнергетики требует включения в программу подготовки бакалавров всех электротехнических направлений подготовки курса электротехнические материалы в котором рассматриваются классификация электротехнических материалов по их назначению составу и свойствам основные характеристики по которым оценивается пригодность материалов при их использовании в электротехнике основные особенности технологии электротехнических материалов наиболее характерные технически и экономически обоснованные применения электротехнических материалов в практикев результате прохождения курса вы научитесь обоснованно выбирать и использовать материалы в электротехнических устройствах применительно к условиям эксплуатации и воздействию внешних факторов сможете осуществлять на практике современные методы исследования параметров материалов применяемых в электротехнических установках,Росдистант
Внешнеэкономическая деятельность,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11242490,"о чемна представленном курсе вы получите базовые знания и умения связанные с организацией внешнеэкономической деятельности и её государственным регулированием научитесь ставить и решать профессиональные задачи а так же овладеете методами организации и планирования в сфере внешнеэкономической деятельности мы получим базовые знания и умения связанные с организацией внешнеэкономической деятельностью и ее государственным регулированиемпоставим перед собой следующую цель сформировать компетенции в такой специфической сфере как внешнеэкономическая деятельностьжелаем успешно пройти курсhttpsmoocunnrucourseviewphpid265федеральное государственное автономное образовательное учреждение высшего образования национальный исследовательский нижегородский государственный университет им ни лобачевского ннгу авторы курсагорбунова мария лавровнадэн доцент заведующий кафедрой мировой экономики и таможенного дела ннгу им ни лобачевского
борисова ирина игоревнакэн доцент доцент кафедры мировой экономики и таможенного дела ннгу им ни лобачевского
ливанова елена юрьевнакэн доцент кафедры мировой экономики и таможенного дела ннгу им ни лобачевскогоморозова татьяна станиславовнакэн доцент доцент кафедры мировой экономики и таможенного дела ннгу им ни лобачевскогофролова ольга николаевнакэн доцент доцент кафедры мировой экономики и таможенного дела ннгу им ни лобачевскогохазан мария юрьевнакэн доцент доцент кафедры мировой экономики и таможенного дела ннгу им ни лобачевского что изучиммодуль 1 актуальные тенденции государственного регулирования внешней торговли международный и национальный аспектымодуль 2 внешнеэкономическая деятельность и внешнеэкономические операциимодуль 3 контракты во внешнеэкономической деятельности модуль 4 валютнофинансовые аспекты ведения внешнеэкономической деятельностимодуль 5 основы государственного регулирования внешнеторговой деятельности в российской федерации и еаэс багаж владение базовыми знаниями в сфере экономики и права для чего высшее профессиональное образование в соответствии с фгос и суос во по направлению подготовки 380301 экономика уровень бакалавриата380502 специальность таможенное дело направление подготовки 380301 экономика уровень бакалавриата другие направления подготовки высшего и дополнительного профессионального образования укрупненной группы 380000 экономика и управление общая трудоемкость курса 3 зе сертификат электронный",Открытые онлайн курсы университета им. Н.И. Лобачевского
Принципы локализации рекламных текстов в России и странах Европы,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11242526,о чемданный курс направлен на изучение основных методов создания эффективного рекламного текста сравнение особенностей рекламы в россии и странах европы а также на изучение особенностей локализации рекламы в современном мирепройдя курс вы получите представление о стилистических и жанровых особенностях рекламного текста узнаете о продуктивных тактиках и стратегиях воздействия на целевую аудиторию кроме того вы на практике получите навыки перевода и лингвокультурной адаптации иноязычных рекламных текстовжелаем удачиhttpsmoocunnrucourseviewphpid269федеральное государственное автономное образовательное учреждение высшего образования национальный исследовательский нижегородский государственный университет им ни лобачевского ннгуавторы курсавоскресенская наталья александровна кфн доцент заведующий кафедрой зарубежной лингвистики ифиж ннгу им ни лобачевскогоказакова полина дмитриевна кфн доцент кафедры зарубежной лингвистики ифиж ннгу им ни лобачевскоголоханов всеволод сергеевич преподаватель кафедры зарубежной лингвистики ифиж ннгу им ни лобачевскогобаженова яна георгиевна преподаватель кафедры зарубежной лингвистики ифиж ннгу им ни лобачевскогомаксимова татьяна геннадьевна преподаватель кафедры зарубежной лингвистики ифиж ннгу им ни лобачевскогосухарева ксения андреевна преподаватель кафедры зарубежной лингвистики ифиж ннгу им ни лобачевскогочто изучиммодуль 1 текст и его основные функциимодуль 2 текст как способ коммуникации прагматика текстамодуль 3 манипуляции в текстемодуль 4 речь и ситуациямодуль 5 ключевые особенности текстов на русском английском французском немецком испанском языкахмодуль 6 язык рекламымодуль 7 правовые ограничения рекламного дискурсамодуль 8 общение с целевой аудиториеймодуль 9 изучение целевой аудиториимодуль 10 адаптация рекламы для разных странмодуль 11 глобальная реклама адаптация текстов рекламы для иноязычного маркетинга локализация многоязычная локализациябагаж базовое знание иностранного языка английский немецкий французский испанский базовое понимание принципов рекламной деятельности для чего вы поймёте базовые принципы теории коммуникации почему и как даже в обычной беседе мы сообщаем намного больше информации чем может показаться на первый взгляд узнаете что такое имплицитное воздействие как заставить человека приобрести продукт или услугу не заставляя каким образом можно убедить покупателя в том что он сам решил это сделать узнаете как ситуация общения и культура народа влияет на то что и как мы говорим а также на то как нам следует говорить если мы хотим добиться определённой цели узнаете базовые принципы когнитивной лингвистики как связаны язык и мышление и как язык влияет на наши представления о мире поймёте как условия в которых происходит рекламирование влияют на рекламные тексты и выбор языковых средств узнаете базовые принципы теории перевода касающиеся прагматической адаптации те почему нельзя просто перевести рекламный текст и какие шаги необходимо предпринять для адекватной адаптации рекламного текста к условиям рынков разных странкурс направлен на получение теоретических знаний и навыков работы специалиста в сфере массовой коммуникации в области мультимедийных технологий420301 реклама и связи с общественностью420302 журналистика420402 журналистика450301 филология450302 лингвистика450402 лингвистика450501 перевод и переводоведение410305 международные отношения380306 торговое дело440301 педагогическое образование440305 педагогическое образование с двумя профилями подготовки380402 менеджмент380302 менеджмент390301 социология390302 социальная работа430301 сервис540301 дизайн общая трудоемкость курса 1 зе сертификат электронный,Открытые онлайн курсы университета им. Н.И. Лобачевского
Мультимедийные технологии подготовки специалистов в сфере массовой коммуникации,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11242517,о чем этот курс для тех кто хочет знать все о специфике современных коммуникационных процессов отличительные черты онлайнкоммуникации особенности клипового мышления игровые механики вовлечения пользователя в контент лонгриды и тонкости борьбы за внимание аудитории в цифровой среде обо всем этом мы поговорим в течение курса желаем успеха в прохождении курса httpsmoocunnrucourseviewphpid268 федеральное государственное автономное образовательное учреждение высшего образования национальный исследовательский нижегородский государственный университет им ни лобачевского ннгу авторы курса жуковская лариса игоревна кандидат филологических наук доцент директор ифиж ннгу им ни лобачевского буреев андрей александрович кандидат социологических наук доцент кафедры журналистики ифиж ннгу им ни лобачевского савинова ольга николаевна доктор политических наук профессор заведующий кафедрой журналистики ифиж ннгу им ни лобачевского автаева наталия олеговна кандидат политических наук доцент кафедры журналистики ифиж ннгу им ни лобачевского бейненсон василиса александровна кандидат филологических наук доцент кафедры журналистики ифиж ннгу им ни лобачевского болдина ксения александровна кандидат политических наук доцент кафедры журналистики ифиж ннгу им ни лобачевского коданина анна львовна кандидат политических наук доцент кафедры журналистики ифиж ннгу им ни лобачевского что изучим модуль 1 креативные технологии современной коммуникации модуль 2 мультимедийный лонгрид как средство коммуникации модуль 3 от печатных сми к сетевым медиапроектам и медиа в мессенджерах модуль 4 мультимедийные форматы как средство привлечения и удержания аудитории модуль 5 спецпроект в формате мультимедийного сторителлинга багаж специальных знаний для освоения курса не требуется но желательно чтобы слушатель ориентировался в базовых категориях журналистика реклама public relations сми медиа для чего курс направлен на получение теоретических знаний и навыков работы специалиста в сфере массовой коммуникации в области мультимедийных технологий выпускники курса смогут легко ориентироваться в новейших цифровых технологиях применяемых в медиасфере технологических требованиях к производственным процессам выхода мультимедийного материала специфике создания журналистских рекламных и prматериалов в определенных жанрах форматах с использованием различных знаковых систем вербальной фото аудио видео графической особенностях размещения текстов на различных мультимедийных платформах журналистика 420302 реклама и связи с общественностью 420301 журналистика 420402 общая трудоемкость курса 1 зе сертификат электронный,Открытые онлайн курсы университета им. Н.И. Лобачевского
История социологии в хронологических таблицах,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11242559,"о чем освоение курса направлено на формирование у студентов понимания социологических концепций в историческом аспектекурс рассчитан на обучающихся по всем направления подготовки в чьи учебные планы включен предмет социология желаем удачи в прохождении курса httpsmoocunnrucourseviewphpid255 федеральное государственное автономное образовательное учреждение высшего образования национальный исследовательский нижегородский государственный университет им ни лобачевского ннгу авторы курса саралиева зарэтхан хаджимурзаевна
профессор доктор исторических наук
профессор кафедры общей социологии и социальной работы факультета социальных наук ннгу им ни лобачевского кутявина елена евгеньевна
доцент кандидат социологических наук
доцент кафедры общей социологии и социальной работы факультета социальных наук ннгу им ни лобачевского козырьков владимир павлович
профессор доктор социологических наук
профессор кафедры отраслевой и прикладной социологии факультета социальных наук ннгу им ни лобачевского придатченко мария викторовна
кандидат социологических наук
старший преподаватель кафедры отраслевой и прикладной социологии факультета социальных наук ннгу им ни лобачевского петрова ирина эдуардовна
доцент кандидат социологических наук
заведующая кафедрой отраслевой и прикладной социологии факультета социальных наук ннгу им ни лобачевского курамшев александр васильевич
старший преподаватель кафедра общей социологии и социальной работы факультета социальных наук ннгу им ни лобачевского курносова лариса станиславовна
старший преподаватель кафедра общей социологии и социальной работы факультета социальных наук ннгу им ни лобачевского структура курса модуль 1 бихевиоризм модуль 2 теории обмена модуль 3 символический интеракционизм модуль 4 феноменологическая социология модуль 5 этнометодология модуль 6 франкфуртская школа модуль 7 структурный функционализм багаж для успешного освоения курса обучающиеся должны предварительно сформировать следующие компетенции знание основных социологических категорий и терминов способность анализировать основные этапы и закономерности исторического развития общества для чего курс о развитии основных социологических понятий и категорий а также концепций в историческом аспекте их становление и развитие рассмотрение основных направлений и школ в исторической ретроспективе что логически предваряет изучение современных социологических теорий их становление и развитие рассмотрение основных направлений и школ что логически предваряет изучение современных социологических теорий цель формирование систематизированных знаний о социокультурных механизмах развития общества его структуре и процессах протекающих в нем а также о специфике взаимодействия в системе общество культура личность ознакомить и выработать навыки приложения категориального аппарата направления подготовки 390301 социология все направления подготовки в чьи учебные планы включен предмет социология профессия социолог социологисследователь общая трудоемкость курса 2 зе сертификат электронный знание основных социологических категорий и терминов способность анализировать основные этапы и закономерности исторического развития общества",Открытые онлайн курсы университета им. Н.И. Лобачевского
Игра и миф в общественном сознании эпохи цифровизации,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11242463,"о чем освоение курса направлено на формирование у студентов необходимых знаний об основах мифотворчества и мифопоэтики в прошедшем хх и наступившем ххi столетиях в искусстве культуре политике рекламе журналистике психологии курс рассчитан и на широкую аудиторию интересующихся направлениями современного мифотворчества и играизации а также на специалистов работающих в сфере образования политики рекламы в различных выставочных комплексах музеях культурных центрах в качестве курса повышения квалификации желаем успешно пройти курс httpsmoocunnrucourseviewphpid254 федеральное государственное автономное образовательное учреждение высшего образования национальный исследовательский нижегородский государственный университет им ни лобачевского ннгу авторы курса шарыпина татьяна александровна
доктор филологических наук профессор
заведующая кафедрой зарубежной литературы института филологии и журналистики ннгу им ни лобачевского меньщикова мария константиновна
доктор филологических наук доцент
доцент кафедры зарубежной литературы института филологии и журналистики ннгу им ни лобачевского наумчик ольга сергеевна
кандидат филологических наук доцент
доцент кафедры зарубежной литературы института филологии и журналистики ннгу им ни лобачевского структура модуль 1 основные теории мифа в историческом развитии к проблеме определения мифа мифологии и мифотворчества модуль 2 модификация идей новой мифологии в контексте общественного сознания постиндустриального общества модуль 3 драмамиф и мифодрама в социологических и психологических тренингах и pr моделях
модуль 4 эпоха мифов миф рекламный и миф политический в современном общественном сознании модуль 5 мифологизация и лингвопоэтическая составляющая в контексте социологии психологии политологии юриспруденции модуль 6 психологопедагогические функции игрового начала фэнтези в контексте мифотворческих тенденций ххxxi вв модуль 7 гибридные формы фэнтези жанр книгаигра в контексте мультимедийных тенденций современного искусства модуль 8 система социокультурных отсылок в браузерной игре годвилль в контексте эстетики постмодернизма модуль 9 играизация современного общества место игр жанра mmorpg в современной культуре world of warcraft lineage ii the elder scrolls модуль 10принципы миромоделирования в ролевых настольных играх и их место в социуме dungeons dragons багаж для изучения дисциплины необходимы компетенции сформированные у обучающихся в результате обучения в средней общеобразовательной школе и в результате освоения следующих дисциплин опоп подготовки бакалавра по направлениям филология профили отечественная филология зарубежная филология журналистика реклама и связи с общественностью история мировой зарубежной литературы культурология сравнительная мифология для чего слушатели предлагаемого курса смогут применить полученный опыт при анализе формирования и функционирования национальных стереотипов в массовом сознании а также в качестве консультантов по вопросам проявления интермедиальности в семантике и стилистике современных политтехнологий рекламном бизнесе осуществлять квалифицированную деятельность в сфере образовательных структур работе музеев выставочных комплексов культурных центров психологопедагогическом консультировании в области научного и академического обмена цель формирование знаний в области современного мифотворчества и процесса играизации выявление направлений мифологизирования и тенденций развития феномена игры в частности в сфере общественных отношений психологопедагогических практик и в медиапространстве совершенствование опыта культурологического анализа политтехнологий и применения полученных знаний в процессе теоретической и практической деятельности в том числе и в prтехнологиях задачи совершенствование опыта современных междисциплинарных методологий исследования игры и мифа в общественном сознании эпохи цифровизации навык использования поисковых стратегий в области применения информационных технологий в научнопрактической деятельности формируемые компетенции для бакалаврита общекультурные ок готовность к кооперации с коллегами работе в коллективе стремление к саморазвитию повышению квалификации и мастерства способность к самоорганизации и самообразованию профессиональные пк владение навыками участия в научных дискуссиях выступления с сообщениями и докладами устного письменного и виртуального размещение в информационных сетях представления материалов собственных исследований готовность к распространению и популяризации филологических знаний и воспитательной работе с учащимися для магистрантов готовность к саморазвитию самореализации использованию творческого потенциала владение коммуникативными стратегиями и тактиками риторическими стилистическими и языковыми нормами и приемами принятыми в разных сферах коммуникации владение навыками квалифицированного анализа оценки реферирования оформления и продвижения результатов собственной научной деятельности направления подготовки 380304 государственное и муниципальное управление 390301 социология 410304 политология 410306 публичная политика и социальные науки 420302 журналистика 420402 журналистика 450301 филология 450401 филология 420301 реклама и связи с общественностью 420401 реклама и связи с общественностью 420303 издательское дело 420403 издательское дело 440301 педагогическое образование 500301 искусства и гуманитарные науки 500304 теория и история искусств 510301 культурология 400301 юриспруденция общая трудоемкость курса 1 зе сертификат электронный",Открытые онлайн курсы университета им. Н.И. Лобачевского
Основы права,https://online.edu.ru/public/course.xhtml?faces-redirect=true&cid=11242479,"о чем освоение курса направлено на формирование у студентов необходимых знаний об основах государства и права умений навыков базового характера в сфере юриспруденции для применения их в своей профессиональной деятельности и обыденной жизни курс рассчитан для многих направлений подготовки и специальностей неюридического профиля дисциплина изучается как студентами общественноэкономических так и естественнонаучных и технических специальностей и является базовой дисциплиной для подготовки любого специалиста получающего высшее образование желаем успешно пройти курс httpsmoocunnrucourseviewphpid264 федеральное государственное автономное образовательное учреждение высшего образования национальный исследовательский нижегородский государственный университет им ни лобачевского ннгу авторы курса романовская вера борисовна
доктор юридических наук профессор зав кафедрой теории и истории государства и права безносова яна викторовна
кандидат юридических наук доцент кафедры теории и истории государства и права романовская любава ростиславовна
кандидат юридических наук доцент доцент кафедры конституционного и муниципального права
федюшкина арина игоревна
кандидат юридических наук заместитель декана по международной деятельности доцент кафедры теории и истории государства и права пронина екатерина николаевна
начальник управления кадров аспирант кафедры теории и истории государства и права что изучим модуль 1 государство понятие признаки сущность и социальное назначение государства модуль 2 форма государства и ее элементы форма современного российского государства модуль 3 понятие и признаки права источники права понятие виды источники права в современной россии модуль 4 основные правовые системы современности общая характеристика правовых семей модуль 5 система права и система законодательства отрасли российского права норма права понятие структура виды модуль 6 правоотношение понятие признаки состав виды правоотношений модуль 7 правонарушение понятие признаки состав виды правонарушений модуль 8 юридическая ответственность понятие виды модуль 9 реализация права правоприменение как особая форма реализации права модуль 10 основы конституционного права российской федерации основы конституционного строя правовой статус личности модуль 11 основы трудового права рф понятие трудового права правовое регулирование труда и занятости трудовой договор модуль 12 основы трудового права рф расторжение трудового договора по инициативе работника по инициативе работодателя заработная плата модуль 13 основы семейного права рф понятие брака особенности его заключения и расторжения модуль 14 основы семейного права рф права и обязанности супругов в браке брачный договор алиментные обязательства супругов бывших супругов родителей и детей модуль 15 основы гражданского права рф общие положения о договорах защита прав потребителей модуль 16 основы наследственного права особенности наследования по закону и по завещанию модуль 17 основы административного права рф особенности привлечения к административной ответственности характеристика отдельных составов административных правонарушений модуль 18 основы уголовного права рф общие условия привлечения к уголовной ответственности понятие преступления смягчающие и отягчающие обстоятельства понятие и виды наказаний багаж изучение курса основано на знаниях умениях и навыках приобретенных в результате освоения дисциплины обществознание в рамках государственного стандарта среднего полного общего образования приступая к изучению данного курса студент должен знать что собой представляет общество какие социальные институты образуют его структуру должен ориентироваться в системе нормативных регуляторов общественных отношений а также владеть первичными навыками работы в справочных правовых системах консультант плюс гарант и др для чего содержание курса выгодно сочетает в себе блок теоретической подготовки и практически ориентированный материал по итогам изучения дисциплины студенты будут обладать не только теоретическими знаниями об основных закономерностях развития и функционирования государства и права знаниями юридических норм основных отраслей российского права но и смогут самостоятельно выступать в защиту своих прав и законных интересов выбирать модель поведения в юридически значимых ситуациях по результатам освоения курса должны быть сформированы следующие общепрофессиональные компетенции опк владение навыками поиска анализа и использования нормативных и правовых документов в своей профессиональной деятельности знание кодекса об административных правонарушениях российской федерации уголовного кодекса российской федерации и иных федеральных законов в части определения ответственности за нарушения трудового законодательства и иных актов содержащих нормы трудового права гражданского кодекса российской федерации в части относящейся к деятельности кадровой службы способность соблюдать законодательство российской федерации в том числе конституцию российской федерации федеральные конституционные законы и федеральные законы а также общепризнанные принципы нормы международного права и международные договоры российской федерации 010302 прикладная математика и информатика очная форма бакалавриат 450301 филология заочная форма бакалавриат 100502 информационная безопасность телекоммуникационных систем очная форма специалитет 370301 психология очная форма бакалавриат 370301 психология очнозаочная форма бакалавриат 370502 психология служебной деятельности очная форма бакалавриат 370502 психология служебной деятельности очнозаочная форма бакалавриат 380303 управление персоналом очная форма бакалавриат 380303 управление персоналом заочная форма бакалавриат 390302 социальная работа заочная форма бакалавриат 040301 химия очная форма бакалавриат 040501 фундаментальная и прикладная химия очная форма бакалавриат 010301 математика очная форма бакалавриат продолжительность курса 7 недель средняя нагрузка в неделю 6 часов общая трудоемкость курса в зачетных единицах 1 зе 36 акчас сертификат электронный",Открытые онлайн курсы университета им. Н.И. Лобачевского
